judul_translate,narasi_translate,label
Arahan Gubernur DKI Terkait Himbauan Covid-19,"Disampaikan Arahan Gubernur Berlangganan CoviD 19:
 
 Pencegahan:
 
 Skenario pembatasan Interaksi Berlangganan Penyebaran Covic Pemprov. DKI Jakarta
 
 Langkah2 pembatasan:
 
 1. Aktifitas sekolah dihentikan ATAU dibatasi
 
 2. Isolasi Daerah epicentral
 
 3. Larangan Pergi Ke Tempat keramaian
 
 4. Pembatalan Izin yg Sudah dikeluarkan Oleh pemprov Dan siapkan Prosedur Pembatalan.",1
"Diduga terjangkit Virus Corona, Satu Pasien RS Doris Sylvanus diisolasi","Diduga terjangkit Virus Corona, Satu Pasien RS Doris Sylvanus diisolasi",1
Air Liur Dari Terompet DAPAT Sebarkan Penyakit Berbahaya,"Kisah Menjijikkan Terompet Tahun Baru ..🤮🤮🤮
 
 Penyakit Yang DAPAT di tularkan through udara liur ..
 TBC Influenza Meningitis Pneumonia Hepatitis B
 Jaga anak² Dan Keluarga Andari Dari penularan penyakit Berbahaya .. “Air liur, mau di coba coba? ”Selamat Tahun Baru smuaxa ...",1
Harga 42 Merek Rokok Naik Hingga Rp 50 Ribu,"Info Yang virus tersebut TIDAK Benar harga Rokok Yang distributes di pasaran Belum mengalami kenaikan.
 
 “Saat Suami harganya Masih sama DENGAN Yang ADA di Pasar",1
Surat Pemberitahuan Pembekalan Dan Penetapan Nama ASN Yang Lulus Dari Jalur Kebijakan Kementerian,"BADAN Kepegawaian Negara
 
 NOMOR: K.3-47 / 11.11.03 / 19
 SIFAT: PENTING
 Perihal: PEMBERITAHUAN pembekalan Dan Penetapan NAMA ASN YANG Lulus DARI JALUR KEBIJAKAN KEMENTERIAN",1
baju PKI Lagi beraksi,"Bendera Tauhid diributin, TAPI giliran yg kek gini didiamin ..😔
 Penyanyi baju PKI Lagi beraksi",1
Foto 200 Relawan Yang dibebaskan Prabowo Dari Penjara,"* Inilah rahasia dibalik jabat serbi pa prabowo *
yg sdh terlanjur Kecewa mari mohon maaf Dan mohon Ampunan Alloh ... Sekarang prabowo sdh BERHASIL membebaskan 200 Relawan yg dipenjara, JIKA ADA shalat Satu dr Saudara Kalian Disana Maka tdk sepatutnya menyalahkan kenapa prabowo malakukan jabat serbi ..
beliau mengorbankan rasa harga Dirinya u membantu rakyat yg sdg dipenjara apakah ADA Orang Lain yg Peduli membantu ...",1
Informasi Kebakaran SPBU Medalem Bojonegoro,"Video Kebakaran SPBU Yang Semula disebut SPBU Medalem, di Desa Prayungan Kecamatan Sumberrejo Kabupaten Bojonegoro",1
Klarifikasi Kementerian Luar Negeri Terkait Isu Pelarangan Anak Habib Rizieq MASUK Yaman,* Semua WNA Dilarang. Yang melarang mereka menyeberang Perbatasan Adalah Pemerintah Oman,0
Tepuk Lengan UNTUK PERTOLONGAN PERTAMA PADA Serangan Jantung,Di panggung wayang tiba2 kena Serangan Jantung. Pas tu ADA sinseh tepok kedua tangannya 2 Menit Sembuh Kembali,1
"Doktor Yang Jadi Pemulung Sampah Suami, Ternyata adiknya Pramodya Ananta Toer","Soesilo Ananta Toer, Yang TIDAK Lain Adalah adik Pramodya Ananta Toer.",0
BI Bantah Kebijakan KPR DP 0% Mencontoh Anies - Sandi,Kredit Pemilikan Rumah (KPR) Tanpa Uang (Uang Muka / DP),0
Surat Edaran Dinkes Kota Palopo Terkait Warung Makan Dengan Makan Yang Mengandung Formalin Dan Boraks,"Disini Saya merasa ndak mau Lagi Makan bakso
 Penyanyi dinkes Data Dari Palopo. tidak ada tipuan Dan tipu2. kalau gak Percaya can tanya Langsung Ke Kerabat ATAU siapa Saja Yang kerja di dinkes palopo.
 
 Penyanyi dinkes Data Dari Palopo. tidak ada tipuan Dan tipu2. kalau gak Percaya can tanya Langsung Ke Kerabat ATAU siapa Saja Yang kerja di dinkes palopo.",1
Logo 212 di Turki,"FPI Hadiri SEMINAR INTERNASIONAL ULAMA DUNIA UNTUK Solidaritas PALESTINA Di Istambul, Turki
 Perlu diketahui Rombongan FPI berangkat Ke Istanbul, Turki sejak hari Rabu 11 April 2018.
 Selama Kunjungan diTurki ADA Suatu Yang Unik yg dijumpai Oleh para Rombongan FPI Yaitu ADA Logo 212 Yang Banyak ditemui dibeberapa Tempat Seperti Yang terlihat di Foto.
 Takbir !.
 # 212Mendunia",1
"Jokowi, Megawati Marah JIKA Puan Maharani Dikaitkan Mencari Google Artikel KASUS E-KTP","Lindungi Terus ... Mumpung bodygardnya Lagi berkuasa ...
 
 Tribunnews.com
 Jokowi, Megawati marah JIKA puan maharani dikaitkan DENGAN KASUS E-KTP
 
 Jakarta-Jumpa pers Megawati Yang didampingi Presiden.
 Mencari Google Artikel nada marah megawati menyatakan bahwa putrinya (puan maharani) TIDAK ADA Kaitan DENGAN KASUS E-KTP.
 * Menurut Ketua Umum PDIP. KPK TIDAK Perlu mengadakan penyidikan Dan Pemeriksaan differences putrinya (puan maharani).
 KPK Harus menghormati Dan mematuhi Keputusan Yang Telah diperintahkan Presiden.
 Kewenangan Dan tanggung jawab dikementerian berada hearts Keputusan Dan kebijakan Presiden .. tuturnya.",1
Panglima TNI Yang Baru Marsekal Hadi Tjahyanto Bersama Istri Lim Siok Lan,"KITA PRIBUMI RAPATKAN Barisan ... ..
Panglima TNI YG BARU Marsekal HADI TJAHYANTO BERSAMA Istri LIM Siok LAN DGN 2 ANAK CEWEK COWOK ... ..ANAK DAN Mantu SAMA SAMA DI Angkatan Udara ...",1
Kita ketawain aja HOAKnya kaum bumi Datar,"Kita ketawain aja HOAKnya kaum bumi Datar”
“Anak siapa INI
-gbr nyolong di google
-yg Penting cina
-matanya sifit
-kulit putih”
“SD nya fiktif",0
"Bila mereka Adalah Bagian Dari Generasi Bangkit PKI, waspadalah kitd SEMUA.","“Nemu gambar2 Penyanyi di shalat Satu kelompok WA, sepertinya mereka sedang latihan Perang. Entah Dimana, Kapan dan siapa mereka ITU. Bila mereka Adalah Bagian Dari Generasi Bangkit PKI, waspadalah kitd SEMUA. Harapanku semoga TNI can Melacak keberadaan mereka, Bila mereka ADA di Wilayah Indonesia, Saya Percaya! TNI can melacaknya",1
"Foto Setengah Bugil, Diduga Milik Najwa Shihab","Foto Setengah Bugil, Diduga Milik Najwa Shihab",1
Disneyland Akan Dibangun di Boyolali Jawa Tengah,Disneyland Akan Dibangun di Boyolali Jawa Tengah,1
PLAT NOMOR NEGARA ASING DI INDONESIA,"Negaraku SUDAH DIMAKAR!
 Bukan cuma orangutan ASING boleh memiliki aset di Indonesia Dan orangutan ASING boleh menjalankan aktifitas intelijennya dgn nama di ORMAS Tetapi Orang ASING pun boleh mengendarai mobilnya DENGAN PLAT NOMOR NEGARA nya di JAKARTA ....",0
ADA BESI Tipis DI DALAM OBAT,HATI-HATI ADA BESI Tipis DI DALAM OBAT. SEBARKAN !!!,1
Facebook Mengakuisisi * Semua Postingan Penggunanya,"Dari Senin, Juni 27, 2016, 1528 IST, saya tidak memberikan Facebook izin untuk menggunakan gambar saya, informasi saya atau publikasi saya, baik dari masa lalu dan masa depan, tambang atau orang-orang di mana saya muncul.",1
Komedian Kelik Pelipur Lara Meninggal Dunia,Komedian Kelik Pelipur Lara Dikabarkan Meninggal Dunia,1
Video Parade Pasukan Keamanan Arab Saudi untuk review Pengamanan Haji Tahun Suami,Parade Pasukan Keamanan Arab Saudi untuk review Pengamanan Haji Tahun Suami,1
Foto Ang Tjoen Min Anak Lim Seng Komandan Pasukan Pao An Thui,"Mantaap. Bpk Ang Tjoeng Ming Anak Dari Lim Seng Komandan Pasukan Pao Ang Thui 1945, pengkhianat NKRI PADA penjajahan Belanda.",1
"Penampakan Burung Cabak, Mukanya Ngeselin","Penyanyi penampakan burung yg Sering Bunyi “crruuitt ,, cruuiittt” klo malem hari.nama nya burung Cabak. mukanya Ngeselin kya SIRA",1
"Foto PRESIDEN using SEPATU Didalam Mesjid, #TerlaknaklahEngkau","PRESIDEN using SEPATU Didalam Mesjid, #TerlaknaklahEngkau",1
Foto AS gatra pagar rasis,Fakta membuktikan AS Adalah gatra pagar rasis Di Dunia. Anak2ini sdh dibiasakan dg rasis.,1
Video Penjelasan AHLI VIRUS BAHWA CORONA TIDAK MEMBUNUH,Dengarkan DAN SIMAK BAIK BAIK Penjelasan AHLI VIRUS TENTANG COVID 19 * BAHWA CORONA TIDAK MEMBUNUH,1
* Semua Pasien Positif Covid-19 di Padang Dinyatakan Sembuh,"KABAR BAIK DARI KOTA PADANG, SEMUA Pasien POSITIF CORONA DINYATAKAN Sembuh,",1
Daerah jakarta selatan kemungkinan Terjadi pemadaman Listrik,"Sekedar menginfokan: Di himbau barang x ada yg Punya Saudara ATAU Kerabat di Daerah jakarta selatan untuk review mempersiapkan alat Penerangan seperti lilin Dan sebagai nya kemungkinan Terjadi pemadaman Listrik ..., karna Telah Terjadi Peristiwa Kabel PLN Di Bawah tanah meledak ..., Tepat nya di jalan Fatmawati Raya (Ujung Jalan Cipete Raya) HARAP Maklum",1
"Video mampus dah tuh dep colector, td siang d grt kota","Mampus dah tuh dep colector, ga tau Lagi Panas Panas nya Warga di liburin",1
Universitas Brawijaya Kembalikan Uang Kuliah Akibat Persebaran Virus Corona,"Mulai Besok, Jum'at 27 Maret 2020, Semua mahasiswa Universitas, berhak MENERIMA kompensasi, Uang kuliah di Kembalikan sebagai Tunjangan untuk review Tinggal di rumah hearts Rangka menghindari Penyebaran COVID-19, Coronavirus.",1
"Virus Corona Bukanlah virus, Sinyal 5G Yang Sebenarnya Membunuh Orang","Apakah Anda Tahu virus Corona bukan virus sialan itu 5G yang benar-benar membunuh orang dan bukan “virus” ... mereka mencoba untuk mendapatkan u takut virus pantat palsu ketika menara 5G sedang dibangun di seluruh dunia. China adalah yang pertama untuk memiliki lebih dari 100.000 menara 5G, dan orang-orang di Wuhan adalah yang pertama untuk mendapatkan terpengaruh oleh itu. sialan 5G ini direncanakan tahun lalu untuk berkurang kita dan menjaga seperti pada keadaan getaran rendah. Bill Gates adalah orang yang menciptakan ini bersama dengan entitas aneh yang mengendalikan dunia ini.",1
Stiker Halal Taman di Terminal 3 Bandara Soetta,Terminal 3 Bandara Soetta apa yang salah dengan negara saya,1
"Tahun 2015 Wapres SEBELUM Jadi, BPJS: HARAM","Lebih, bingung Lagi gue bacanya Tahun 2015 sblm Jadi Wapres
 BPJS: HARAM Tahun 2019 Sudah Jadi Wapres
 BPJS: di anjurkan (sunah)
 Pening KEPALA ANE mikirin ORANG YANG 1 INI",1
Kecelakaan Di Tol Cipali KM 180,"Terjadi Kembali Kecelakaan maut di tol Cipali KM 180, Berhati”lah Bagi Andari yg sdng berkendara. Apa Bila Andari ngantuk ATAU Lelah segeralah menepi ATAU Mencari tmpt untk beristirahat, Keluarga Andari menanti Andari di rmh",1
Pertemuan Jokowi Dan Prabowo Adalah setingan,Pertemuan Presiden Joko Widodo Dan Prabowo Subianto beberapa hari yang lalu Adalah setingan,1
Indomaret Memberikan 5000 Voucher Gratis Senilai 2 Juta Rupiah Untuk Merayakan Ultah Ke-30,Indomaret memberikan 5000 voucher gratis senilai Rp 2.000.000 untuk review merayakan Ulang Tahun ke-30. Saya baru Saja MENERIMA voucher Saya,1
"Wiranto Minta parties Yang Lebih, Mencintai Kalimat Tauhid Segera Angkat Kaki Dari Indonesia","berita kontroversial berjudul “Memanas !! Wiranto Minta parties Yang Lebih, Mencintai Kalimat Tauhid Segera Angkat Kaki Dari Indonesia”",1
"KPU Panik, Semua data BPN, TNI, PKS, IPB & ITB * Semua Memenangkan 02","KPU akhirnya Panik Sendiri, data yang BPN, TNI, PKS, IPB & ITB SEMUA memenangkan 02, Alhamdulillah Allahu akbar,",1
Klarifikasi PETANI KULONPROGO YANG SEMPROT MATI LAHAN cabai,"Memang ADA Pemakaian semacam herbisida, tetapi ITU Saya lakukan semata mata untuk review menghemat ongkos Tenaga kerja. Jadi Bukan KARENA Saya Dan para Petani disini putus asa DENGAN harga murah, TAPI SKEMA Pola tanamnya Memang Harus beralih DENGAN komuditas Lain",0
Diduga Dibangun Pakai Bahan Kw 3 Dari Cina,Dampak ambruknya Infrastruktur Jokowi Penyanyi merusak citra Jokowi KARENA dianggap Terlalu ambisius. KASUS ambruknya Infrastruktur Jokowi Penyanyi Sudah menewaskan 11 orangutan Dan melukai 22 lainnya orangutan. Hingga kini Belum ada Satu pun Dari 16 KASUS ambruknya Infrastruktur Jokowi ITU Yang dilimpahkan Ke Kejaksaan ...,1
"Foto Billboard Bertuliskan Kami Mau 2019 Prabowo Presiden, JIKA Gagal Kembali Maka Kami Siap Pindah Warga Negara !!!",“KAMI MAU 2019 PRABOWO PRESIDEN. JIKA Gagal KEMBALI Maka KAMI SIAP Pindah WARGA NEGARA”,1
Sudah Ada Rokok Marlboro Yang Terbuat Dari Ganja,“Sudah Ada Rokok Marlboro Yang Terbuat Dari Ganja ... 1 batang Langsung fly,1
Rajin Makan Wortel DAPAT Menyembuhkan Mata Minus?,Rajin Makan Wortel DAPAT Menyembuhkan Mata Minus?,0
: Anies Baswedan Tak menghadiri Upacara Pembukaan Asian Games 2018,: Anies Baswedan Tak menghadiri Upacara Pembukaan Asian Games 2018,1
Lowongan Kerja di Perusahaan BUMN PT Adhi Karya,Temen2 Minta tolong information Penyanyi Adalah Bentuk penipuan Dan tipuan. PT Adhi Karya TIDAK bertanggung jawab. Minta tolong disebar di grup-grup dan DI fb Serta di instagram.,1
Penyanyi Adalah Orang Yang PERNAH Membakar Dan Merobek Merobek Alquran di amerika,Azab Allah Itu Nyata! : Marissa Haque Ikang Fawzi,1
Bom di Kiaracondong Bandung,"Beberapa pengendara bermotor Melihat hal kepulan secepatnya Yang Keluar Dari Bawah Jembatan layang Kiaracondong, pengendara Yang Melihat hal mendatangi Langsung Mako DKPB,",1
Topik PILIHAN HOAKS ATAU FAKTA di Kompas.com,Topik PILIHAN “HOAKS ATAU FAKTA” di Kompas.com,0
Pengeroyokan Santri di Garut,"Mohon di viralkan .... !!!!!!
 
 Santri wajib Waspada jaga Ulama Dan pesantren.
 
 Sampai pagi ini ADA doa Laporan Kejadian Dari doa ustad sahabat Dekat saya.Bahwa ADA orangutan orangutan Asing menanyakan Dkm Dan Pimpinan ponpes.bahkan Tadi isya jumat 3 Pebruari 2018 si Pelaku Sampai bawa Sajam Dan melukai baju santri.
 
 Ket fhoto: Kh Ahmad Syatibi Pimpinan ponpes Alfutuhat Leles garut (sahabat Dekat Saya dulu Satu pondok) di Depan santri Yang di tebas Sajam Alhamdulillah santri Penyanyi Hanya Sobek beberap Titik bajunya saja.tempat Kejadian Daerah Kadungora Garut.",1
GEGERKAN Publik Tanah Air! Media Luar Negeri tulis Pembohongan & Penipuan Jokowi,"GEGERKAN Publik Tanah Air! Media Luar Negeri tulis “Pembohongan & Penipuan” Jokowi
 Dengan portalnegeri Posted on 28 Januari 2018
 Portal Negeri - Sebuah Media artikel Dari Luar Negeri ASIA KALI berjudul “asap Widodo dan cermin menyembunyikan kebenaran keras”, Telah gegerkan public tanah air.
 Idiom “Asap dan cermin” bermakna penipuan / pembohongan. “Menyembunyikan kebenaran keras” menyembunyikan / menutupi Kebenaran / Fakta Yang sebenarnya.
 Artikel Yang Ditulis oleh JOHN McBeth Yang terbit PADA 23 Januari 2018 Penyanyi media yang sontak mendapat tanggapan Ramai public sosial tanah air",1
Sebaran Hoaks di Tengah Kepanikan Bencana,"Gempa berkekuatan 6,1 SR Yang Terjadi Kemarin siang Tak Hanya melahirkan kepanikan, namun also sejumlah hoaks Yang disebar entah APA tujuannya. Hingga Selasa Malam (23/1), setidaknya ADA Tiga kabar bohong Yang menyamar sebagai information sungguhan.
 1. Video Truk Dan Mobil Goyang [...]
 2. Foto Jalan Retak [...]",0
Pernyataan Kontroversial Wiranto Selaku Menko Polhukam Terkait Isu SARA,"Tionghoa LEBIH BANYAK BERPERAN UNTUK INDONESIA DARI PADA ORANG ARAB
 
 Penjelasan:",1
": Kiper Arema FC, Kurnia Meiga Meninggal Dunia","Inallillahi wainalillahi roji'un, sepak bola nasional kitd Kembali Kehilangan Pemain Terbaik Indonesia, Kiper arema fc Kurnia Meiga Hermansyah HERMANSYAH Telah berpulang Ke Rahmatullah, Tadi Malam jam 23.30 beliau menghembuskan nafas terakhir di di rumah sakit Mitra Keluarga jakarta, Akibat penyakit Jantung Yang dia derita selama Penyanyi , beliau akan di Makam kan di TPU Kalisari Cijantung JAKTIM, Dan rencananya beliau akan dikubur kan ...",1
"Harry Sufehmi, Otak Di Belakang Munculnya Afi Inayah","* Semua akun tersebut menuduh Harry Sufehmi, pendiri Forum Anti Fithan Hoax Dan Hasut (FAFHH) sebagai otak di Belakang pemolesan Afi Inayah",1
VOX HOAX VOX DEI / SUARA HOAX SUARA tuhan,VOX HOAX VOX DEI / SUARA HOAX SUARA tuhan,0
Penebar Fitnah GUNAKAN BANYAK AKUN,"Lihat gambar untuk review LEBIH Jelas nya. Intinya ADA foto cewek DENGAN Puluhan hp di depanya, diklaim sebagai tukang fitnah Yang using Banyak akun.",1
Google Maps Tak Cantumkan Negara Palestina,"“Label Tak Pernah ADA‘Palestina’di Google Maps,” ujar Seorang juru Bicara Google hearts Sebuah pernyataan Yang dirangkum KompasTekno Dari Fortune, Jumat (2016/12/08).",0
: Kemoterapi PADA Penderita Kangker Memperpendek Umur 4 Kali Lipat,Kemoterapi PADA Penderita Kangker Memperpendek Umur 4 Kali Lipat,1
Foto Harun Masiku Tanpa Alis,Akhirnya ... Harun Masiku ditemukan Tanpa alis ...,1
Foto Perdana Menteri Shinzo Abe disamping Presiden Filipina Duterte di museum nasional di Jepang,"Saat aku Berjalan here sebelumnya di Shibuya, Jepang. Saya Melihat hal potret perdana Menteri Jepang Shinzo Abe Uzumaki Jotaro di Samping Presiden Filipina Duterte. Ditempatkan di shalat Satu museum nasional di Jepang. Banyak orangutan berkunjung Ke here SETIAP HARI UNTUK Memberi Hormat Kepada kedua Pemimpin inisial. Hanya Berpikir, setidaknya ras Lain, Hormat Dan Hormat Kepada Presiden Filipina Bapa Digong. SEMENTARA di Filipina, Saya Terlalu Banyak TIDAK Hormat. Menyedihkan bahwa negara-gatra Asing Melihat hal Yang Hebat Dan Hebat Dan Hebat! Meskipun Begitu, Dukungan Dan cintaku untuk review Presiden tercinta Yang merupakan ayah kitd SEMUA! Tolong bagikan Dan tunjukkan ditunjukan kepada SEMUA orangutan bahwa Presiden Duterte Adalah untuk review internasional!
 #ProudFilipino",1
Gara-gara PSBB Manusia Sampai Bertelur,"Gara-gara PSBB Manusia Sampai Bertelur, Tanda sdh Mulai KIAMAT ....",1
"Foto DENGAN Keterangan FPI Membubarkan Diri, Ingin Bergabung Menjadi Warga NU","Horeee FPI membubarkan Diri, Ingin Bergabung Menjadi Warga NU. alhamdulillah",1
"Warga Dibolehkan Mudik Oleh Kemenhub, aturannya Keluar Kemarin Sore","Warga Dibolehkan Mudik Oleh Kemenhub, aturannya Keluar Kemarin Sore",1
Imigran Asal China Yang Ada di Jakarta Dipulangkan Oleh Anies Baswedan Ke Negara Asalnya,"Imigran Asal China Yang Ada di Jakarta Dipulangkan Oleh Anies Baswedan Ke Negara Asalnya,",1
Foto INI Kebaktian Jemaat Gereja di Aceh Singkil di Tengah gedung Gereja yg dirobohkan.,"Faktanya Indonesia Darurat Intoleransi!
 Penyanyi Kebaktian Jemaat Gereja di Singkil, Aceh di Tengah gedung Gereja yg dirobohkan.
 Tlg Pak Presiden Jangan Hanya Bicara Saja TAPI Kami Perlu tindakan Nyata & Tegas!
 Bukan Janji Manis yg buat Miris & Menangis",1
Nadiem Makarim Bayar 6 Triliun Rupiah Untuk Jadi Mendikbud,"Barusan DAPAT info, Nadiem Bayar Rp 6T utk Jadi Mendikbud. WAAW. Lagi Hangat Info inisial. Dan forum Pasfes memprediksi Gojek Segera buka Go-News, dgn captive market PESERTA DIDIK. Maka Seluruh iklan MASUK Ke Go-Berita dibackup Oleh Perusahaan startup Jaringan Go-Jek.",1
"Sempat distributes Foto Yang Diklaim Sebagai Pelaku Pembacokan Anggota Anggota Kodim Probolinggo, Kasatreskrim Nyatakan TIDAK Benar","Belum mas, info DAPAT Dari mana ITU,",1
BUNGA Mahameru / ARYA YANG MEKAR 400 TAHUN Sekali,"Penyanyi dikenal sebagai bunga Mahameru ATAU bunga Arya. Itu DAPAT ditemukan di Himalaya. Bunga SETIAP 400 Tahun Sekali. JIKA kitd Ingin melihatnya Lagi, Kita Harus Menunggu 400 Tahun Lagi. Generasi kitd Beruntung. Jadi bagikan sebanyak Mungkin. Biarkan Orang Lain melihatnya.",1
Ustadz Yusuf Mansur Sebut Membela Prabowo Adalah Jihad Yang MASUK Neraka,BUAT YUSUF MANSUR ... .LU BILANG ORANG DAYA dukung PRABOWO JIHAD YANG MASUK Neraka ...,1
Penyamaran Kalian Terbongkar Sudah,Penyamaran Kalian Terbongkar Sudah. Mereka Penyanyi Aslinya Militer Dari RRC MASUK Ke Indonesia Nyamar Jadi Pekerja Proyek,1
Kementrian Agama Bantah Sertifikat Perizinan Untuk Kelompok Bimbingan Ibadah Haji,"MENTERI AGAMA REPUBLLIK INDONESIA

Memberikan Ijin Operasional Penyelenggaraan Ibadah Haji Dan Umrah Serta
Kelompok Bimbingan Ibadah Haji, ditunjukan kepada: (NAMA Tertentu)",0
Klarifikasi BNPB Terkait Isu Pengusiran Relawan BPBD,Justru adanya kehadiran Relawan sejak H + 3 (2/10) DENGAN mendirikan tenda-tenda Relawan BPBD,0
KEJATI KALTIM BANTAH TELAH KelUarkan Rekomendasi Pengawasan Proyek Masjid Pemprov Kaltim Di Kinibalu,"Kasi Penerangan Hukum dan Humas Kejati Kaltim, Acin Muksin menegaskan, pihaknya TIDAK memasang plang tersebut Dan Belum mengeluarkan rekomendasi Pengawasan Proyek tersebut.",0
Ampuni Dan Selamatkanlah negeri Kami,“Ya Allah ... Ampuni Dan Selamatkanlah negeri Kami ...,1
Makan Cokelat Penghasilan kena pajak Makan Mie Goreng Berakibat Kematian,Sekedar INFO KHUSUSNYA UTK ANAK KOST / PERANTAUAN BUJANGAN / siapa saja ...,1
Papua Hari Ini 25 Juli 2018 Banyak Polisi Gugur,PAPUA HARI INI TGL 25.JULI.2018 BANYAK POLISI Gugur,1
: Info Dari BIN Dan Densus 88 Untuk Menghindari Pergi Ke Mall-Mall di Jakarta,"Info Dari parties BIN Dan Densus 88, Polri Memberi Peringatan agar 'masyarakat SEMENTARA Waktu menghindari Tempat-Tempat Penyanyi, PADA Hari Penyanyi Sampai Besok.
 [...]
 Saudara²sekalian Hati2 ya tgl 15 Mei Penyanyi amerika Resmi buka Kedutaan di Yerusalem Dan yahudi ultah Kemerdekaan Ke-70.
 Jauhi lokasi2 simbol amerika seperti Starbuck, McD dll",1
Klarifikasi Grab Indonesia Terkait Dukungan Forum Komunikasi Grab Lampung Kepada Salah Satu Pasangan Calon Pilgub Lampung,"Terkait pemberitaan Mengenai Dukungan sejumlah mitra Pengemudi Grab
ditunjukan kepada shalat Satu Pasangan Kandidat Gubernur Lampung through Kunjungan
Ke Posko Tim Kerja Pemenangan, Bersama Suami Kami Sampaikan bahwa
Kunjungan tersebut merupakan Suatu AKTIVITAS Yang dilakukan Oleh shalat
Satu organisasi serta Perkumpulan mitra Pengemudi Grab di Lampung, Tanpa
adanya keterlibatan Dari Grab sebagai Perusahaan",0
Lippo Grup Tetap Gaji Para Pemasaran Meikarta Dan Menjaga Invenstornya,"Enggak bener lah. Viral Begitu Banyak. Itu kitd Sangat menyesalkan virus Begitu, TAPI kitd enggak ADA lah. ADA Mana. Kalau Seseorang Punya Hal digaji TAPI enggak digaji ITU kan Sesuatu masalah gede. Enggak bener Beroperasi Prinsip. Nggak Benar Begitu",0
Henry Cavill Meninggal,Terdapat Keterangan Didalam wikipedia Yang menjelaskan JIKA Henry Cavill Telah Meninggal PADA Tanggal 3 maret 2018.,1
Video Siswa Pelaku Pembunuhan Guru di Sampang Tengah Sakau / Mabuk,"Sakau, Inikah Siswa P * mb * nuh gurunya di Sampang?",0
